-1.980    1412.265       0.000   1412.265        0.000
-1.940    1412.265       0.000   1412.265        0.000
-1.900    1412.265       0.000   1412.265        0.000
-1.860    1412.265       0.000   1412.265        0.000
-1.820    1412.265       0.000   1412.265        0.000
-1.780    1412.265       0.000   1412.265        0.000
-1.740    1412.265       0.000   1412.265        0.000
-1.700    1412.265       0.000   1412.265        0.000
-1.660    1412.265       0.000   1412.265        0.000
-1.620    1412.265       0.000   1412.265        0.000
-1.580    1412.265       0.000   1412.265        0.000
-1.540    1412.265       0.000   1412.265        0.000
-1.500    1412.265       0.000   1412.265        0.000
-1.460    1412.265       0.000   1412.265        0.000
-1.420    1412.265       0.000   1412.265        0.000
-1.380    1412.265       0.000   1412.265        0.000
-1.340    1412.265       0.000   1412.265        0.000
-1.300    1412.265       0.000   1412.265        0.000
-1.260    1412.265       0.000   1412.265        0.000
-1.220    1412.265       0.000   1412.265        0.000
-1.180    1412.265       0.000   1412.265        0.000
-1.140    1412.265       0.000   1412.265        0.000
-1.100    1412.265       0.000   1412.265        0.000
-1.060    1412.265       0.000   1412.265        0.000
-1.020    1412.265       0.000   1412.265        0.000
-0.980    1412.265       0.000   1412.265        0.000
-0.940    1412.265       0.000   1412.265        0.000
-0.900    1412.265       0.000   1412.265        0.000
-0.860    1412.265       0.000   1412.265        0.000
-0.820    1412.265       0.000   1412.265        0.000
-0.780    49.019         0.000   1412.265        0.000
-0.740    35.090         2.306   1412.265        0.000
-0.700    18.694         0.646   1412.265        0.000
-0.660    7.605          0.228   1412.265        0.000
-0.620    1.417          0.089   1412.265        0.000
-0.580    0.000          0.121   1412.265        0.000
-0.540    3.328          0.103   1412.265        0.000
-0.500    11.090         0.337   1412.265        0.000
-0.460    22.609         0.785   1412.265        0.000
-0.420    38.539         2.917   1412.265        0.000
-0.380    62.273         0.000   1412.265        0.000
-0.340    1412.265       0.000   1412.265        0.000
-0.300    1412.265       0.000   1412.265        0.000
-0.260    1412.265       0.000   1412.265        0.000
-0.220    1412.265       0.000   1412.265        0.000
-0.180    1412.265       0.000   1412.265        0.000
-0.140    1412.265       0.000   1412.265        0.000
-0.100    1412.265       0.000   1412.265        0.000
-0.060    1412.265       0.000   1412.265        0.000
-0.020    1412.265       0.000   1412.265        0.000
0.020     1412.265       0.000   1412.265        0.000
0.060     1412.265       0.000   1412.265        0.000
0.100     1412.265       0.000   1412.265        0.000
0.140     1412.265       0.000   1412.265        0.000
0.180     1412.265       0.000   1412.265        0.000
0.220     1412.265       0.000   1412.265        0.000
0.260     1412.265       0.000   1412.265        0.000
0.300     1412.265       0.000   1412.265        0.000
0.340     1412.265       0.000   1412.265        0.000
0.380     1412.265       0.000   1412.265        0.000
0.420     1412.265       0.000   1412.265        0.000
0.460     1412.265       0.000   1412.265        0.000
0.500     1412.265       0.000   1412.265        0.000
0.540     1412.265       0.000   1412.265        0.000
0.580     1412.265       0.000   1412.265        0.000
0.620     1412.265       0.000   1412.265        0.000
0.660     1412.265       0.000   1412.265        0.000
0.700     1412.265       0.000   1412.265        0.000
0.740     1412.265       0.000   1412.265        0.000
0.780     1412.265       0.000   1412.265        0.000
0.820     1412.265       0.000   1412.265        0.000
0.860     1412.265       0.000   1412.265        0.000
0.900     1412.265       0.000   1412.265        0.000
0.940     1412.265       0.000   1412.265        0.000
0.980     1412.265       0.000   1412.265        0.000
1.020     1412.265       0.000   1412.265        0.000
1.060     1412.265       0.000   1412.265        0.000
1.100     1412.265       0.000   1412.265        0.000
1.140     1412.265       0.000   1412.265        0.000
1.180     1412.265       0.000   1412.265        0.000
1.220     1412.265       0.000   1412.265        0.000
1.260     1412.265       0.000   1412.265        0.000
1.300     1412.265       0.000   1412.265        0.000
1.340     1412.265       0.000   1412.265        0.000
1.380     1412.265       0.000   1412.265        0.000
1.420     1412.265       0.000   1412.265        0.000
1.460     1412.265       0.000   1412.265        0.000
1.500     1412.265       0.000   1412.265        0.000
1.540     1412.265       0.000   1412.265        0.000
1.580     1412.265       0.000   1412.265        0.000
1.620     1412.265       0.000   1412.265        0.000
1.660     1412.265       0.000   1412.265        0.000
1.700     1412.265       0.000   1412.265        0.000
1.740     1412.265       0.000   1412.265        0.000
1.780     1412.265       0.000   1412.265        0.000
1.820     1412.265       0.000   1412.265        0.000
1.860     1412.265       0.000   1412.265        0.000
1.900     1412.265       0.000   1412.265        0.000
1.940     1412.265       0.000   1412.265        0.000
1.980     1412.265       0.000   1412.265        0.000

-1.980    6012.514       0.000   6012.514        0.000
-1.940    6012.514       0.000   6012.514        0.000
-1.900    6012.514       0.000   6012.514        0.000
-1.860    6012.514       0.000   6012.514        0.000
-1.820    6012.514       0.000   6012.514        0.000
-1.780    6012.514       0.000   6012.514        0.000
-1.740    6012.514       0.000   6012.514        0.000
-1.700    6012.514       0.000   6012.514        0.000
-1.660    6012.514       0.000   6012.514        0.000
-1.620    6012.514       0.000   6012.514        0.000
-1.580    6012.514       0.000   6012.514        0.000
-1.540    6012.514       0.000   6012.514        0.000
-1.500    6012.514       0.000   6012.514        0.000
-1.460    6012.514       0.000   6012.514        0.000
-1.420    6012.514       0.000   6012.514        0.000
-1.380    6012.514       0.000   6012.514        0.000
-1.340    6012.514       0.000   6012.514        0.000
-1.300    6012.514       0.000   6012.514        0.000
-1.260    6012.514       0.000   6012.514        0.000
-1.220    6012.514       0.000   6012.514        0.000
-1.180    6012.514       0.000   6012.514        0.000
-1.140    6012.514       0.000   6012.514        0.000
-1.100    6012.514       0.000   6012.514        0.000
-1.060    6012.514       0.000   6012.514        0.000
-1.020    6012.514       0.000   6012.514        0.000
-0.980    6012.514       0.000   6012.514        0.000
-0.940    173.077        0.000   6012.514        0.000
-0.900    139.871        11.722          6012.514        0.000
-0.860    96.491         7.619   6012.514        0.000
-0.820    65.767         4.150   6012.514        0.000
-0.780    42.254         2.474   6012.514        0.000
-0.740    24.271         0.744   6012.514        0.000
-0.700    11.284         1.019   6012.514        0.000
-0.660    2.860          0.645   6012.514        0.000
-0.620    0.000          0.598   6012.514        0.000
-0.580    1.054          0.446   6012.514        0.000
-0.540    6.559          1.216   6012.514        0.000
-0.500    17.472         1.176   6012.514        0.000
-0.460    31.342         1.011   6012.514        0.000
-0.420    49.450         2.326   6012.514        0.000
-0.380    71.300         1.412   6012.514        0.000
-0.340    98.336         5.352   6012.514        0.000
-0.300    125.191        5.296   6012.514        0.000
-0.260    161.228        9.693   255.237         0.000
-0.220    198.433        0.000   255.237         0.000
-0.180    237.317        0.000   6012.514        0.000
-0.140    226.835        0.000   237.317         0.000
-0.100    6012.514       0.000   6012.514        0.000
-0.060    6012.514       0.000   6012.514        0.000
-0.020    6012.514       0.000   6012.514        0.000
0.020     255.237        0.000   255.237         0.000
0.060     255.237        0.000   255.237         0.000
0.100     6012.514       0.000   6012.514        0.000
0.140     6012.514       0.000   6012.514        0.000
0.180     255.237        0.000   6012.514        0.000
0.220     6012.514       0.000   6012.514        0.000
0.260     6012.514       0.000   226.835         0.000
0.300     208.915        0.000   6012.514        0.000
0.340     173.386        10.514          6012.514        0.000
0.380     162.475        18.281          6012.514        0.000
0.420     124.070        12.390          6012.514        0.000
0.460     108.989        11.631          6012.514        0.000
0.500     88.230         5.347   6012.514        0.000
0.540     85.457         9.078   6012.514        0.000
0.580     80.275         8.230   6012.514        0.000
0.620     77.005         6.947   6012.514        0.000
0.660     80.272         6.734   6012.514        0.000
0.700     94.116         4.990   6012.514        0.000
0.740     110.236        14.832          6012.514        0.000
0.780     118.459        6.924   6012.514        0.000
0.820     144.544        12.517          6012.514        0.000
0.860     185.227        0.000   6012.514        0.000
0.900     6012.514       0.000   6012.514        0.000
0.940     6012.514       0.000   6012.514        0.000
0.980     6012.514       0.000   6012.514        0.000
1.020     6012.514       0.000   6012.514        0.000
1.060     6012.514       0.000   6012.514        0.000
1.100     6012.514       0.000   6012.514        0.000
1.140     6012.514       0.000   6012.514        0.000
1.180     6012.514       0.000   6012.514        0.000
1.220     6012.514       0.000   6012.514        0.000
1.260     6012.514       0.000   6012.514        0.000
1.300     6012.514       0.000   6012.514        0.000
1.340     6012.514       0.000   6012.514        0.000
1.380     6012.514       0.000   6012.514        0.000
1.420     6012.514       0.000   6012.514        0.000
1.460     6012.514       0.000   6012.514        0.000
1.500     6012.514       0.000   6012.514        0.000
1.540     6012.514       0.000   6012.514        0.000
1.580     6012.514       0.000   6012.514        0.000
1.620     6012.514       0.000   6012.514        0.000
1.660     6012.514       0.000   6012.514        0.000
1.700     6012.514       0.000   6012.514        0.000
1.740     6012.514       0.000   6012.514        0.000
1.780     6012.514       0.000   6012.514        0.000
1.820     6012.514       0.000   6012.514        0.000
1.860     6012.514       0.000   6012.514        0.000
1.900     6012.514       0.000   6012.514        0.000
1.940     6012.514       0.000   6012.514        0.000
1.980     6012.514       0.000   6012.514        0.000

-1.980    1396.547       0.000   1396.547        0.000
-1.940    1396.547       0.000   1396.547        0.000
-1.900    1396.547       0.000   1396.547        0.000
-1.860    1396.547       0.000   1396.547        0.000
-1.820    1396.547       0.000   1396.547        0.000
-1.780    1396.547       0.000   1396.547        0.000
